file,category,duration_sec,sample_rate_hz,channels,bit_depth,rms_mean,zcr_mean,max_amp,is_clipped,is_silent,snr_db,num_estimated_frames,file_hash,load_success
6gbAtSodiJs_20.wav,Alarm_Clock,2.0,16000,1,float,0.03137143,0.3160187251984127,0.12982178,False,False,26.93852344523018,3,700c4bbc130f07918076ff39530678fb,True
6G_XW7r_Wvk_10.wav,Alarm_Clock,2.0,16000,1,float,0.044116765,0.43074156746031744,0.22631836,False,False,6.953567794013992,3,7fe36348abf1374196df699598891a64,True
6Szb9ROSDNI_30.wav,Alarm_Clock,2.0,16000,1,float,0.01630229,0.3433314732142857,0.07595825,False,False,20.285601866620773,3,4445ddc4ca351a6a13f9b34e1ebd5f58,True
71z8yKE0Imk_20.wav,Alarm_Clock,2.0,16000,1,float,0.20502484,0.5808919270833334,0.9909363,True,False,36.71086136928312,3,ae43aab1a71f2f06768e729e11df9074,True
73BZrwK0WG4_10.wav,Alarm_Clock,2.0,16000,1,float,0.09486681,0.2882486979166667,0.53915405,False,False,35.703723167179106,3,8bc72faf781be3b5c50881e169fbf335,True
77S70NhRoBc_5.wav,Alarm_Clock,2.0,16000,1,float,0.1284251,0.2192925347222222,0.67178345,False,False,29.716742063536877,3,3f386c034511f858b4cd22cb2f4a86f6,True
79rmTWPTE4k_20.wav,Alarm_Clock,2.0,16000,1,float,0.029474797,0.20679873511904762,0.12664795,False,False,36.04809213317698,3,f496a9be79d315629c9299746560ac9b,True
84DPXuqLmPU_10.wav,Alarm_Clock,2.0,16000,1,float,0.03739393,0.3235444568452381,0.27392578,False,False,27.21795249098903,3,caf755fe6238fc1d771a93adb0390c93,True
8eEE_7vieA4_60.wav,Alarm_Clock,2.0,16000,1,float,0.07129491,0.24145895337301587,0.6791687,False,False,24.593368309373425,3,d7e43e0607a90375d194780088a835ad,True
8hQR2kaL84s_280.wav,Alarm_Clock,2.0,16000,1,float,0.018819487,0.18730623759920634,0.16461182,False,False,8.750471957466846,3,9bee09b6db6b36941f35a0d892258b7e,True
8MjWhNUMgEg_10.wav,Alarm_Clock,2.0,16000,1,float,0.12364338,0.3520662822420635,0.633728,False,False,10.170038663254779,3,a06faf6bc5b9ac503beb4374d579fe19,True
8qft_Gz8pbI_40.wav,Alarm_Clock,2.0,16000,1,float,0.041946087,0.4918464781746032,0.33444214,False,False,15.369363376026403,3,f5b63284e85d7522f64b66f655cd256d,True
8sekgHlSS6M_20.wav,Alarm_Clock,2.0,16000,1,float,0.02236707,0.2991148933531746,0.28585815,False,False,20.542522369339334,3,a7b64e633ddd2c40a6d4bb22bbfec148,True
91p58JxJNjU_0.wav,Alarm_Clock,2.0,16000,1,float,0.27158523,0.24456690228174602,0.89733887,False,False,24.707644365539103,3,b2cbfd0eb72170d2be942222429137bc,True
976uMf7bXHs_0.wav,Alarm_Clock,2.0,16000,1,float,0.15669967,0.3651026165674603,0.7760925,False,False,32.905029214444546,3,daaf63d4bba124ba4ad358da99ebba94,True
9cQwnOvfquA_80.wav,Alarm_Clock,2.0,16000,1,float,0.037959564,0.32258339533730157,0.32580566,False,False,20.310668970754072,3,9961eac4ab303e3c5d880c6f56e462f5,True
9fP4RKRQ_ss_10.wav,Alarm_Clock,2.0,16000,1,float,0.097364835,0.23407273065476192,0.59988403,False,False,35.13711266105277,3,ed1b4dfa1da30508fc76d7a56032e640,True
9gEGGTWHOjU_10.wav,Alarm_Clock,2.0,16000,1,float,0.010427949,0.24295479910714285,0.048980713,False,False,30.55239886129519,3,71083a82364cd27cb47a6e3498174862,True
9h5ROryAOB8_30.wav,Alarm_Clock,2.0,16000,1,float,0.12989882,0.20828683035714285,0.64331055,False,False,30.45151309368251,3,4c9fa4c2da6c88aa39db011c7e99b92c,True
9it7TG54R7o_20.wav,Alarm_Clock,2.0,16000,1,float,0.07997485,0.21826171875,0.8427429,False,False,40.17549569051469,3,022c4e2f8da682cbdad99e4a30a0f548,True
AdC7VM5iayo_30.wav,Alarm_Clock,2.0,16000,1,float,0.071233235,0.3894159226190476,0.43167114,False,False,6.98055109445084,3,fc79c783d66dd56024e07d044579cba5,True
As93yfeU0tA_0.wav,Alarm_Clock,2.0,16000,1,float,0.12858403,0.19604879712301587,0.57110596,False,False,1.8280022831135023,3,69b89e2ad144201b90872e5fdf72b656,True
AVUMRZZZ8FM_30.wav,Alarm_Clock,2.0,16000,1,float,0.04343616,0.34515283978174605,0.23074341,False,False,11.110076621259344,3,fc2715206eb588f3d85ac3a9918121ea,True
BA3CtHrz8jc_120.wav,Alarm_Clock,2.0,16000,1,float,0.024147695,0.24458240327380953,0.11929321,False,False,5.905015282335146,3,f40e9b484935c5ae72219e428f092a21,True
Bbe0SLalfds_300.wav,Alarm_Clock,2.0,16000,1,float,0.19593962,0.35146949404761907,0.7810974,False,False,27.885032173360717,3,e5b74411c16da565425ddaecb31df4ca,True
BldrjFV90H0_50.wav,Alarm_Clock,2.0,16000,1,float,0.012771333,0.1322079613095238,0.061431885,False,False,14.45560923392071,3,7ed840801048db8ea5313491db8b17f3,True
Bv7HaboieiI_30.wav,Alarm_Clock,2.0,16000,1,float,0.12521593,0.14937531001984128,0.5109558,False,False,18.313530239229298,3,7b8dcc5676b07ba12838096d3f17ea48,True
Bv_Sdwkm-PQ_23.wav,Alarm_Clock,2.0,16000,1,float,0.10340647,0.12572079613095238,0.61325073,False,False,10.76939183625184,3,a43a060a32c98bcdacd813ca3432fea5,True
BxvgLTh1N1E_120.wav,Alarm_Clock,2.0,16000,1,float,0.07956601,0.34927610367063494,0.26379395,False,False,3.04050400142549,3,c745448da4db92bf0c09692df81caedb,True
BxxdjdH7xvk_10.wav,Alarm_Clock,2.0,16000,1,float,0.06103208,0.2632843501984127,0.38015747,False,False,31.039077261698896,3,94c6a07504b18cc9365b6d2e1def9576,True
CDqQrCiVQmE_60.wav,Alarm_Clock,2.0,16000,1,float,0.061711863,0.3306749131944444,0.22323608,False,False,25.08408821721447,3,3ec533d0fcdbc950f4b9b25febbf6f85,True
CijrnO-HHGo_10.wav,Alarm_Clock,2.0,16000,1,float,0.006970246,0.18048580109126985,0.07827759,False,True,4.436208010780705,3,809da9447d7ea8d4de2aeca07b1adf24,True
Co6fiRhRX_M_0.wav,Alarm_Clock,2.0,16000,1,float,0.12849261,0.29959542410714285,0.4968872,False,False,33.62754186924249,3,47e0a590512829aa6198c1283000aa6a,True
CYgCdPSDuLU_30.wav,Alarm_Clock,2.0,16000,1,float,0.00763159,0.13305276537698413,0.047729492,False,True,6.396930734307762,3,7429b06496007c7e479d5f915b8263b7,True
D2GrGAQchBY_60.wav,Alarm_Clock,2.0,16000,1,float,0.10541076,0.48783947172619047,0.4647827,False,False,3.7605851517246665,3,b3c7021e1287707bb3aadc090fb81b9b,True
D82fRpdSztc_30.wav,Alarm_Clock,2.0,16000,1,float,0.023157487,0.31562344990079366,0.4765625,False,False,27.72716001751851,3,d4508086003e739a1e7bd90c5f591e3d,True
DaHPT6avIes_10.wav,Alarm_Clock,2.0,16000,1,float,0.042272896,0.38882688492063494,0.66174316,False,False,11.306750818706208,3,ef9194e03b8ec3c7a8cd790dbc58fd0e,True
DbAUwEjJThY_20.wav,Alarm_Clock,2.0,16000,1,float,0.12441954,0.37390718005952384,0.5716553,False,False,15.538834332178947,3,b08db8d19c0821782319828f7613070d,True
DDbLxcpGECM_10.wav,Alarm_Clock,2.0,16000,1,float,0.057295468,0.5428137400793651,0.72109985,False,False,24.378839603875626,3,0279168c410ce61bb47e70cca5ae5c3a,True
DDJ2B4vpC2k_20.wav,Alarm_Clock,2.0,16000,1,float,0.03130742,0.4090014260912698,0.23031616,False,False,19.601225968754527,3,2ee28ea869a2ed10ced168691a658725,True
Dvo5gaHHMss_60.wav,Alarm_Clock,2.0,16000,1,float,0.25421202,0.3269469246031746,0.8061218,False,False,26.58168711126593,3,8aee0bb4f056c57b12fced0d82f27dd0,True
Dxl06F35zRU_190.wav,Alarm_Clock,2.0,16000,1,float,0.061598904,0.2843114459325397,0.5852051,False,False,19.1101560060375,3,9ec3d7c8154f78a6304264f77579c103,True
E16sZpYxHlQ_20.wav,Alarm_Clock,2.0,16000,1,float,0.15003139,0.2164093501984127,0.89175415,False,False,26.344390682557016,3,f610f84c5757b84c6da536cb24b45c91,True
EDzycaY5D_Y_50.wav,Alarm_Clock,2.0,16000,1,float,0.010852272,0.37714688740079366,0.038360596,False,False,16.581676820431618,3,9777a87989e0394c1fbd44ea0d4ef179,True
EjKezrHeSpg_0.wav,Alarm_Clock,2.0,16000,1,float,0.08899286,0.2788473462301587,1.0,True,False,21.919483782597446,3,594267ca0174b20380f9e925f7d8a5c1,True
EzPcuNoSHMM_100.wav,Alarm_Clock,2.0,16000,1,float,0.15270142,0.5344432043650794,0.63464355,False,False,2.8851314519983253,3,3941ee6d6fa9c1f0a047b062a3ebf7cd,True
F35K_J2HI_k_0.wav,Alarm_Clock,2.0,16000,1,float,0.16845924,0.44461495535714285,0.6812744,False,False,11.428456758381396,3,ea23512f55950bda07d64ae717920ec4,True
FhFxv49Vles_70.wav,Alarm_Clock,2.0,16000,1,float,0.07246382,0.1839270213293651,0.39276123,False,False,8.292863942697538,3,6322a79185f4b3696cb2afe2dd7f3be4,True
FJahY7XHCaQ_30.wav,Alarm_Clock,2.0,16000,1,float,0.0881897,0.6198691716269841,0.38912964,False,False,4.368715235005805,3,3b23fa01f5f58523415893dac23251b9,True
Fqls6lhDssQ_20.wav,Alarm_Clock,2.0,16000,1,float,0.021582479,0.31816561259920634,0.2654419,False,False,19.05345685009514,3,a0cfaa576b90de43e83cfdac080bad76,True
Fs2OcY5pKDQ_50.wav,Alarm_Clock,2.0,16000,1,float,0.20871238,0.6320452008928571,0.9999695,True,False,30.85358976032549,3,71659e4a005e4ba9e8a6806aee3f9329,True
FuWDfaQjbvs_100.wav,Alarm_Clock,2.0,16000,1,float,0.052320722,0.3336976066468254,0.36941528,False,False,16.38470328110906,3,c500db9812949d0711ccaface6613833,True
FXrlR_YbiNU_30.wav,Alarm_Clock,2.0,16000,1,float,0.009936794,0.16180710565476192,0.06436157,False,True,5.4878297746095095,3,b62dd974980338a7c06c2e6adbf7e27d,True
FXyqpiIEalI_110.wav,Alarm_Clock,2.0,16000,1,float,0.051877327,0.14133804563492064,0.31262207,False,False,21.75499316626327,3,e767e2da4713bcc6e2f19208625ed155,True
G9THIahRtIg_30.wav,Alarm_Clock,2.0,16000,1,float,0.15349746,0.37059771825396826,0.7632141,False,False,5.547719224078808,3,aa06e2d1e6db12b723c498d3c18ecc30,True
GJyuLtQRHCQ_13.wav,Alarm_Clock,2.0,16000,1,float,0.05429846,0.13128565228174602,0.533905,False,False,2.3867717021989336,3,c73d7789113f95096c1d2d76cc15c9c3,True
H6SzcVx2rVA_0.wav,Alarm_Clock,2.0,16000,1,float,0.051019352,0.2744993179563492,0.3149109,False,False,28.3622161950686,3,b4e840b9d55219052c6c7541b9fb2b7c,True
Hco29oMrPXA_50.wav,Alarm_Clock,2.0,16000,1,float,0.21511161,0.6196754092261905,0.9460449,False,False,3.944924275943063,3,34d842b44df9f82f935a672258496e2a,True
Hg_xs1B3K0s_20.wav,Alarm_Clock,2.0,16000,1,float,0.07939585,0.5159272693452381,0.37005615,False,False,9.429373383047956,3,e594536d96f2c2bebac74c789e3e58b7,True
Hlm-P9LeAn8_10.wav,Alarm_Clock,2.0,16000,1,float,0.02704292,0.32281591021825395,0.35031128,False,False,19.247490825677744,3,a868b8a5b32e8ac879ceb0ea7cffd78e,True
HS0yUgi3H2I_20.wav,Alarm_Clock,2.0,16000,1,float,0.16182023,0.414519779265873,0.60491943,False,False,4.848498479035302,3,4f13bafb91b3c61577cd344003b94dce,True
I9CBqt6W2Rc_50.wav,Alarm_Clock,2.0,16000,1,float,0.061613716,0.41218687996031744,0.23773193,False,False,7.383249986674461,3,025d982390d7acbd9107bdb0fef9ad94,True
IJCt1QRXB2c_10.wav,Alarm_Clock,2.0,16000,1,float,0.078582294,0.5017128596230159,0.5334778,False,False,36.54020396550439,3,a0e105e9514b7dd9b0ae92502243aaf6,True
ImI6wq8MZHI_30.wav,Alarm_Clock,2.0,16000,1,float,0.031566516,0.5013020833333334,0.1428833,False,False,2.3872070085042436,3,72bef8f13566b985acbe74cd598c0c2e,True
INo6GZA4JmI_30.wav,Alarm_Clock,2.0,16000,1,float,0.03425006,0.5720253596230159,0.14178467,False,False,4.8789925784747465,3,b08b177dbaf1515f17ae04360ecfb442,True
Ipoo76ETh6A_170.wav,Alarm_Clock,2.0,16000,1,float,0.048420638,0.24896143353174602,0.26849365,False,False,12.621264191819897,3,7793d88a2412df18c8bed61619177fb0,True
IXRXuv9v7cM_80.wav,Alarm_Clock,2.0,16000,1,float,0.2655938,0.6206519717261905,0.7652893,False,False,5.86025309268144,3,a9e0d99ce5290518059a942d5a539fbf,True
IZH2Npv-TB4_0.wav,Alarm_Clock,2.0,16000,1,float,0.010865728,0.30542379712301587,0.052642822,False,False,21.06250206481739,3,6e675a513f8f787efa2a80178f3675a5,True
JGp4Rq9HBQg_0.wav,Alarm_Clock,2.0,16000,1,float,0.08151929,0.3152126736111111,0.47366333,False,False,45.440512300117234,3,e97bdcb3870a011c773b9dbac3701afb,True
JJpIJCkZqGQ_20.wav,Alarm_Clock,2.0,16000,1,float,0.055897884,0.14336867559523808,0.39349365,False,False,38.72998546506235,3,40f54fceb77139dedb02cd6fd7f0612f,True
JRVGGFlLZ8Y_0.wav,Alarm_Clock,2.0,16000,1,float,0.04118454,0.44773065476190477,0.19976807,False,False,2.0453743642853,3,7623228edd3bf93bb23babef489aac5e,True
JUfqY02LE8o_30.wav,Alarm_Clock,2.0,16000,1,float,0.032564826,0.16560484871031747,0.48516846,False,False,21.792177643675167,3,9b5efd4ce79ed6c48a83cc2a1bdc92bc,True
KlhaNw2GOdI_30.wav,Alarm_Clock,2.0,16000,1,float,0.011845384,0.5119202628968254,0.05117798,False,False,5.068175249132083,3,9d3ed61aa4a6eafb01db902241ed90c0,True
KrFlV-IA5cE_0.wav,Alarm_Clock,2.0,16000,1,float,0.07570631,0.17182849702380953,0.94436646,False,False,26.653949968196446,3,b36aed1d9a694047d690335685cda766,True
KsfLJ3YHhHo_10.wav,Alarm_Clock,2.0,16000,1,float,0.01276352,0.3161039806547619,0.18563843,False,False,14.23911911922401,3,858cacf8361a7be474ff8baca6cc74b0,True
K_nRJ9wSrJo_230.wav,Alarm_Clock,2.0,16000,1,float,0.031612743,0.3888733878968254,0.1513977,False,False,13.031204626978209,3,7b5c2987370bd331395826795c592903,True
L5nN-JCsaY4_10.wav,Alarm_Clock,2.0,16000,1,float,0.14357784,0.2342587425595238,0.4512329,False,False,6.77400957382633,3,b7da44c40273a98b76887a5827c48b34,True
LawC4m8yeJU_10.wav,Alarm_Clock,2.0,16000,1,float,0.020261995,0.4370272197420635,0.106781006,False,False,17.45580195818977,3,089ee9a514f34a31b76ccf71c45e17cd,True
LUXsrbkMXAo_30.wav,Alarm_Clock,2.0,16000,1,float,0.11336356,0.19521949404761904,0.5484619,False,False,7.786956349083293,3,63797609f9012dbdb9e693e3005a1c14,True
LYYX_fZBmgA_30.wav,Alarm_Clock,2.0,16000,1,float,0.050619107,0.21754092261904762,0.23678589,False,False,9.701774924103567,3,2b7fd34362f28e1aa493e2c555da11a1,True
M1-0hqpMYDo_0.wav,Alarm_Clock,2.0,16000,1,float,0.13113497,0.21229383680555555,0.59524536,False,False,27.93408705547375,3,8240955d2b3dc4697c8b8bd8e2193454,True
M20pf99cCeI_50.wav,Alarm_Clock,2.0,16000,1,float,0.044629857,0.4479709201388889,0.20950317,False,False,18.141421483764336,3,36c42dbf663a3ba26a29b660998d8b6c,True
MAKDYhkqEuM_30.wav,Alarm_Clock,2.0,16000,1,float,0.019512301,0.2228577628968254,0.117614746,False,False,19.20856081628343,3,974e66b0288b83bb45c7df2c3bbed86a,True
MGVGO9mnvMQ_7.wav,Alarm_Clock,2.0,16000,1,float,0.025483834,0.1158079117063492,0.07675171,False,False,4.392471620592548,3,919f959b065cb03da59400189b4dcffb,True
MlSqo7Hj-Gg_0.wav,Alarm_Clock,2.0,16000,1,float,0.5228391,0.1981259300595238,0.8087158,False,False,2.8187952135056866,3,0110e94af2ecafd174670dd2a0b4c899,True
MNva8cCYixc_160.wav,Alarm_Clock,2.0,16000,1,float,0.07301435,0.5085642981150794,0.6737366,False,False,33.483376048574,3,7c67bb831a0a36323a66374385f48b81,True
Mq7QHXMPnpc_0.wav,Alarm_Clock,2.0,16000,1,float,0.028345006,0.1953125,0.62493896,False,False,26.307392712325548,3,933405f0ad73d96c063cc29b167ecc83,True
MU-mjwNA8WA_10.wav,Alarm_Clock,2.0,16000,1,float,0.04421731,0.42956349206349204,0.20809937,False,False,32.86800044121625,3,b3673266b1ac35eb88d463236e65938b,True
MYDlFM57yDI_70.wav,Alarm_Clock,2.0,16000,1,float,0.017793711,0.4182787698412698,0.11077881,False,False,17.573270488408085,3,6a0d1d4ad99b7b79de3569a5e56851ba,True
Na9u2UBnp9c_30.wav,Alarm_Clock,2.0,16000,1,float,0.11828669,0.1797882564484127,0.82192993,False,False,46.56444164238398,3,e884858ff2b9f031594acbd7a0c15a73,True
Nc2S-9oUB8M_70.wav,Alarm_Clock,2.0,16000,1,float,0.005555823,0.09477306547619048,0.038635254,False,True,74.89496799479572,3,43e6fdf99b90ce29d0c1bab955335aea,True
Nh39eJVdt30_350.wav,Alarm_Clock,2.0,16000,1,float,0.029619463,0.21509951636904762,0.14199829,False,False,8.263693939797834,3,cb8779863cceeafa81f81886e98d8c28,True
NJCOfBzY3Lg_30.wav,Alarm_Clock,2.0,16000,1,float,0.015189167,0.31346881200396826,0.096191406,False,False,7.9418998694051925,3,c78fe6fbeab8bbbbbb92cecaf74c7813,True
Nuua5ODd_fU_50.wav,Alarm_Clock,2.0,16000,1,float,0.101973206,0.27474733382936506,0.57144165,False,False,37.18522362799113,3,44ccd1a12e278cf00c80de30312ae5b8,True
Nw4jUXBnNq4_30.wav,Alarm_Clock,2.0,16000,1,float,0.120025724,0.3126085069444444,0.5345154,False,False,13.060122194729127,3,e3b9d72412fcc6d95b888c59c01e5f63,True
Ogx6MVJ9gOo_340.wav,Alarm_Clock,2.0,16000,1,float,0.0051148143,0.277801029265873,0.13665771,False,True,21.209843561390272,3,69b02a4201779ebb4928a3d8f541c706,True
OqH4Is-BBU8_2.wav,Alarm_Clock,2.0,16000,1,float,0.08934038,0.7968362475198413,0.38061523,False,False,4.405089254269054,3,3a0fca9f39d106def3ad1ae6faf8bca8,True
OTsn73eqbfc_10.wav,Alarm_Clock,2.0,16000,1,float,0.04004292,0.3503146701388889,0.21627808,False,False,21.262475371050567,3,5d080b8ff511e31267ebe5db850a3127,True
OT_SBdq1PkY_360.wav,Alarm_Clock,2.0,16000,1,float,0.04123022,0.4116598462301587,0.28771973,False,False,12.820831880603208,3,cea0a4225d6f74ff564e5109f9700af2,True
P1THn_dcNKA_0.wav,Alarm_Clock,2.0,16000,1,float,0.03757359,0.2579752604166667,0.18655396,False,False,19.355130716153653,3,63b3f27e1309fca8830c542b3d10c030,True
P54rg5zUetQ_2.wav,Alarm_Clock,2.0,16000,1,float,0.076136276,0.5853097098214286,0.26812744,False,False,2.752871849988683,3,dea446d96d66bf46d5eb7160d6da8ea4,True
-0qVjqx4X-E_30.wav,Car_Horn,2.0,16000,1,float,0.28050232,0.0738157242063492,0.96243286,False,False,1.9177496287815976,3,a6c5a02ea327472e22812e634db10c41,True
-3Y4NuyZmvA_250.wav,Car_Horn,2.0,16000,1,float,0.29030877,0.04806857638888889,0.83306885,False,False,23.61682068004784,3,86c6d02a01e1b413d55b1452bfcd6659,True
-CCUwgUWHrk_12.wav,Car_Horn,2.0,16000,1,float,0.15056232,0.1500573536706349,0.7421875,False,False,20.310505613553737,3,18de8cebe366de4ecd9b01736455954f,True
-D9V9oIZm_A_0.wav,Car_Horn,2.0,16000,1,float,0.5767869,0.15832713293650794,0.8901367,False,False,2.2444595698983956,3,562351e29498e2ebfa93aa8380867bf8,True
-EgE1mrIuIc_50.wav,Car_Horn,2.0,16000,1,float,0.041171744,0.09009176587301587,0.72143555,False,False,32.17830310313826,3,987da54bc14947088363fb06cdf5b18b,True
-ERY2p905dE_1.wav,Car_Horn,2.0,16000,1,float,0.06378858,0.17788163442460317,0.7495117,False,False,12.643556342200933,3,7d935464fb0eb6603c63f2612df2a207,True
-Kh9u-I-lXA_2.wav,Car_Horn,2.0,16000,1,float,0.091537125,0.17750961061507936,0.5617981,False,False,38.379274553821276,3,7d9a3ef9a53ac8aefd272ac1af76f054,True
-R8sHUOkONA_110.wav,Car_Horn,2.0,16000,1,float,0.16857773,0.14243861607142858,0.7029419,False,False,5.2283032249507535,3,5637a3d50d430d83ef991c8424d4818c,True
-RRMorr6ljI_0.wav,Car_Horn,2.0,16000,1,float,0.012481093,0.14841424851190477,0.51867676,False,False,15.90012362154551,3,17724dc69e65ded051486e4aa0a4d64e,True
-S__dddErsw_110.wav,Car_Horn,2.0,16000,1,float,0.2114447,0.10572451636904762,0.92422485,False,False,8.604153116406776,3,c89e427e934d83fae91f962bc9dec1ff,True
-Z-ll7P9Nsg_0.wav,Car_Horn,2.0,16000,1,float,0.10630614,0.11604042658730158,0.73480225,False,False,38.26729325361547,3,f3f45d7d1be6ed819c5cce5c6d1a7d3d,True
0dpi8eyGOwo_12.wav,Car_Horn,2.0,16000,1,float,0.20086314,0.16979011656746032,1.0,True,False,40.92986584333712,3,78020d2abf3fcd57be7e0b869ea63c4b,True
0pyewsDMlcA_40.wav,Car_Horn,2.0,16000,1,float,0.06105245,0.20331101190476192,0.5481262,False,False,42.863953974609345,3,1938e61577679183b351bb6b678cc1b2,True
0uOM8yM71v4_30.wav,Car_Horn,2.0,16000,1,float,0.038464893,0.28810918898809523,0.1343689,False,False,14.530634191630172,3,b942ed102c4d9321900b0b6f62d558a1,True
0vdt2Q3gpOI_4.wav,Car_Horn,2.0,16000,1,float,0.03045423,0.19614955357142858,0.72302246,False,False,26.73595436243207,3,bf39fa55bd157943c5823513b14c20a8,True
0voT6HKnB6s_12.wav,Car_Horn,2.0,16000,1,float,0.1752255,0.12942553323412698,1.0,True,False,34.84805068015924,3,f2d158846e2c6e66b97749c484f40fe0,True
172ulYiJuVI_7.wav,Car_Horn,2.0,16000,1,float,0.19766797,0.14949931795634921,0.6443176,False,False,14.943436913996795,3,c831880c3974dced715ba7374b06ea49,True
18Lo010Wjic_0.wav,Car_Horn,2.0,16000,1,float,0.03256855,0.19035993303571427,0.5604248,False,False,37.2398630442934,3,5de60541a2f3e9a41d7361bb91be7a98,True
19VvB1fUaZU_30.wav,Car_Horn,2.0,16000,1,float,0.33958134,0.2897135416666667,0.99612427,True,False,3.9131248195938935,3,396b7a90922ca310d3591b1dabb81543,True
1A94yt8jcBU_0.wav,Car_Horn,2.0,16000,1,float,0.23025209,0.2802346850198413,1.0,True,False,3.1117771589356193,3,57180e88e8fcc800e6007e343c143e53,True
1a_4AkK8h9I_0.wav,Car_Horn,2.0,16000,1,float,0.09381819,0.1806795634920635,0.7966919,False,False,12.405915667928646,3,4c5b08f538d3fece0aba4be379da029e,True
